NCT Number,Study Results,Primary Completion Date,Results First Posted
NCT04406389,YES,2021-04-17,2023-08-24
NCT05490329,NO,2023-12-15,
NCT05171829,NO,2022-05-15,
NCT04758962,NO,2021-06-04,
NCT05148962,NO,2023-05-26,
NCT04609462,NO,2021-01-13,
NCT05008380,NO,2022-08-03,
NCT04360980,NO,2021-01-01,
NCT04696562,NO,2021-04-30,
NCT04336462,NO,2020-02-21,
NCT04836780,NO,2023-02-28,
NCT04847362,NO,2021-11-22,
NCT05576662,NO,2023-08-14,
NCT04813562,NO,2022-07-30,
NCT05220280,NO,2024-12,
NCT04359862,NO,2021-03-31,
NCT04691180,NO,2021-09-16,
NCT05212480,NO,2022-05-04,
NCT04409262,YES,2021-02-01,2022-01-28
NCT04466280,NO,2020-09-21,
NCT05052580,YES,2022-03-28,2023-01-09
NCT05740280,NO,2023-08-17,
NCT05629962,NO,2024-03,
NCT04370262,NO,2020-09-07,
NCT04397562,NO,2020-07-03,
NCT04700462,NO,2021-10-30,
NCT04459962,NO,2021-01-07,
NCT04527562,NO,2020-11-15,
NCT04474080,NO,2023-01-01,
NCT04350580,NO,2020-11-20,
NCT04410562,NO,2021-06-30,
NCT04973462,NO,2021-09-30,
NCT04753476,NO,2022-02-01,
NCT04462627,NO,2022-04-11,
NCT04758273,NO,2021-06-30,
NCT05925127,NO,2024-05-23,
NCT04779827,NO,2023-03-30,
NCT04898127,NO,2021-06,
NCT04821973,NO,2021-05-15,
NCT04980573,NO,2021-11-30,
NCT05139927,NO,2024-01-01,
NCT04483973,NO,2023-12-31,
NCT05142527,NO,2024-01,
NCT04483960,NO,2024-12-31,
NCT04543760,NO,2021-01-15,
NCT04549376,NO,2020-10-20,
NCT05950776,NO,2022-11-02,
NCT04922827,NO,2023-03-31,
NCT05305573,NO,2022-10-01,
NCT05166876,YES,2022-06-04,2023-01-10
NCT05275660,NO,2022-02-22,
NCT04376476,NO,2022-05-13,
NCT06156176,NO,2025-12,
NCT05094596,NO,2021-12-22,
NCT05305716,NO,2022-03-10,
NCT05104216,NO,2022-06-30,
NCT04724616,NO,2023-01-12,
NCT04394416,NO,2024-06-30,
NCT04386616,YES,2021-01-08,2021-12-16
NCT04321616,NO,2020-08,
NCT04315896,NO,2020-07-01,
NCT05000216,NO,2023-06-22,
NCT04339816,NO,2020-11-04,
NCT04276896,NO,2023-07-31,
NCT06208696,NO,2024-04,
NCT05697016,NO,2024-01-03,
NCT04341116,YES,2022-02-07,2023-02-06
NCT05689216,NO,2024-02-18,
NCT04710316,NO,2022-04-30,
NCT05104424,NO,2022-08-26,
NCT04813796,NO,2023-07-25,
NCT04361916,NO,2020-06-30,
NCT05920616,NO,2025-10-31,
NCT04615416,NO,2022-06-01,
NCT05606016,NO,2023-01-31,
NCT04655716,NO,2022-06-30,
NCT04390516,NO,2020-05-04,
NCT05531058,NO,2023-08-01,
NCT04797858,NO,2023-11-29,
NCT04337996,NO,2021-01-13,
NCT04384458,NO,2020-09-10,
NCT04290858,NO,2021-03-01,
NCT04492358,NO,2021-05-31,
NCT04555096,YES,2021-05-28,2022-03-14
NCT04815096,NO,2024-10-01,
NCT05371522,NO,2023-09,
NCT04908722,NO,2023-07-10,
NCT04497922,NO,2021-04-30,
NCT05501522,NO,2023-08-22,
NCT04764422,NO,2022-09-12,
NCT05007522,NO,2024-09-01,
NCT04530422,NO,2020-07-08,
NCT05552625,NO,2022-02-24,
NCT05063825,NO,2021-12-13,
NCT04659122,NO,2023-02-23,
NCT04780425,NO,2021-06-09,
NCT04435522,NO,2020-12-31,
NCT04950725,NO,2022-12-31,
NCT05181722,NO,2023-07-17,
NCT04880122,NO,2020-09-30,
NCT04443725,NO,2020-10,
NCT05371925,NO,2023-07-12,
NCT05716425,NO,2023-07-26,
NCT05197725,NO,2023-03-30,
NCT04605926,NO,2021-04,
NCT04483830,NO,2020-08-06,
NCT04655625,NO,2021-04-02,
NCT04805125,NO,2023-09-23,
NCT04484025,NO,2023-12-31,
NCT04375735,NO,2021-09-01,
NCT04860258,YES,2021-09-21,2022-04-20
NCT04575558,NO,2020-09-01,
NCT05963958,NO,2022-12-02,
NCT04400058,YES,2022-02-01,2023-12-11
NCT06093958,NO,2022-12-01,
NCT05692258,NO,2023-04-06,
NCT04332835,NO,2020-10-31,
NCT04925258,NO,2021-06-30,
NCT04979858,YES,2021-10-30,2023-02-02
NCT05200858,NO,2023-12-31,
NCT05141058,NO,2025-11-01,
NCT04362358,NO,2021-09-01,
NCT05602558,NO,2023-12,
NCT04455958,NO,2021-11-01,
NCT05522335,NO,2022-07-19,
NCT06082258,NO,2024-12,
NCT04436458,NO,2022-01-20,
NCT04410458,NO,2020-05-31,
NCT04470258,NO,2020-08-30,
NCT04578158,NO,2021-03-28,
NCT04641858,NO,2022-07-13,
NCT04680858,NO,2021-01-31,
NCT05421234,NO,2022-12-31,
NCT06022224,NO,2022-06-23,
NCT05496634,NO,2022-12-12,
NCT04480424,YES,2021-08-25,2022-05-20
NCT05185934,NO,2023-11-01,
NCT04542434,NO,2022-01-20,
NCT05122234,NO,2021-07-30,
NCT04382924,YES,2020-12-24,2021-11-22
NCT05246124,NO,2020-06-13,
NCT05339334,NO,2022-04-21,
NCT04482634,NO,2022-08-01,
NCT04980534,NO,2021-06-30,
NCT04494724,NO,2020-12-31,
NCT04299724,NO,2023-07-31,
NCT04334434,NO,2020-09-15,
NCT04727424,NO,2024-02-01,
NCT04719234,NO,2020-12-01,
NCT04801134,NO,2022-03-22,
NCT05975034,NO,2023-12-11,
NCT06278324,NO,2024-05,
NCT06267534,NO,2022-09-22,
NCT05770180,NO,2023-07,
NCT04718480,NO,2022-03-15,
NCT05514262,NO,2022-11-15,
NCT04537962,NO,2020-12-30,
NCT05673980,NO,2023-01-19,
NCT04633980,NO,2022-06-30,
NCT05081362,NO,2022-11-09,
NCT05601180,NO,2024-01,
NCT04951362,NO,2022-05-12,
NCT05694962,NO,2024-12,
NCT04510662,NO,2021-05-15,
NCT04273529,NO,2020-05-30,
NCT05415280,NO,2022-10-01,
NCT05007080,NO,2023-08-14,
NCT04832880,NO,2022-03,
NCT04411680,YES,2021-03-02,2022-02-07
NCT05392062,NO,2022-06-09,
NCT04539262,YES,2021-02-26,2022-02-18
NCT05184062,NO,2022-08-15,
NCT05115162,NO,2021-01-17,
NCT05542862,NO,2023-12-31,
NCT04394117,NO,2021-11-14,
NCT04377334,NO,2022-11,
NCT04469634,NO,2022-12-31,
NCT05119634,NO,2022-08-21,
NCT04525417,NO,2020-09-25,
NCT04331834,NO,2020-06-25,
NCT05016934,NO,2022-03-04,
NCT05002517,NO,2021-07-31,
NCT04530617,NO,2021-06-10,
NCT04776317,NO,2023-09-15,
NCT04370834,YES,2021-01-14,2021-05-28
NCT04885517,NO,2021-08-01,
NCT05799534,NO,2023-07,
NCT04425317,NO,2021-06-01,
NCT05248217,NO,2021-06-30,
NCT04734717,NO,2021-04-12,
NCT05269017,NO,2023-03,
NCT04547634,NO,2023-11,
NCT05445934,NO,2023-11,
NCT04365439,NO,2020-12-20,
NCT05663086,NO,2023-06-27,
NCT04374539,NO,2021-06-06,
NCT05868239,NO,2025-09-01,
NCT04487639,NO,2021-07-02,
NCT05197686,NO,2022-06-30,
NCT04686539,NO,2021-11,
NCT04287686,NO,2020-04,
NCT04668339,NO,2022-03-01,
NCT04468139,NO,2020-07-20,
NCT04490239,YES,2020-11-18,2020-12-15
NCT05557539,NO,2024-09-30,
NCT04451239,NO,2020-07,
NCT04662086,YES,2022-05-03,2023-05-02
NCT04350086,NO,2020-11-20,
NCT05595486,NO,2024-12-01,
NCT04441996,YES,2021-03-18,2022-10-28
NCT04501796,NO,2021-07-21,
NCT05745896,NO,2025-12-31,
NCT04530396,NO,2021-05-01,
NCT05205096,NO,2022-06-03,
NCT05214196,NO,2021-12-01,
NCT05163496,NO,2024-03-30,
NCT04353596,YES,2021-02-16,2022-05-05
NCT04321096,NO,2022-01-31,
NCT05455996,NO,2024-10,
NCT04964596,NO,2023-06,
NCT04373096,NO,2021-08-31,
NCT04402918,NO,2020-05-19,
NCT04397718,YES,2021-06-08,2022-04-28
NCT04353518,NO,2021-03-30,
NCT04361318,NO,2020-10,
NCT04922918,NO,2021-06-24,
NCT04760418,NO,2022-02-17,
NCT05859919,NO,2021-09-30,
NCT05718518,NO,2023-04-04,
NCT04802018,NO,2022-09-28,
NCT04322773,NO,2020-10-08,
NCT04662073,YES,2021-06-08,2022-09-30
NCT04992273,YES,2022-06-01,2023-01-11
NCT05087173,NO,2023-08-31,
NCT04428073,NO,2021-07,
NCT05345873,NO,2022-10-01,
NCT04682873,NO,2021-03-26,
NCT05612373,NO,2022-12-08,
NCT05197673,NO,2023-04-30,
NCT04420273,YES,2021-03-01,2021-10-25
NCT04757857,NO,2022-08-08,
NCT05007457,NO,2022-06-12,
NCT05075057,NO,2022-06-30,
NCT04371926,NO,2021-06,
NCT05233826,NO,2022-07-21,
NCT05049226,NO,2022-02-22,
NCT04344457,NO,2020-06-20,
NCT04412057,YES,2020-12-14,2022-02-24
NCT04540926,NO,2020-09,
NCT04980326,NO,2022-08-31,
NCT05398926,NO,2022-06-30,
NCT05827926,NO,2024-11-29,
NCT04540120,NO,2022-07-28,
NCT04425720,YES,2021-02-10,2021-11-04
NCT04880174,NO,2028-07,
NCT04656626,NO,2020-07-21,
NCT04414826,NO,2021-11-26,
NCT04987957,NO,2026-01-31,
NCT05012826,NO,2023-06-06,
NCT04358926,NO,2020-10-15,
NCT06106126,NO,2024-02-28,
NCT04539626,NO,2023-04-03,
NCT04547257,NO,2022-07-31,
NCT04642326,NO,2020-07-01,
NCT04363060,NO,2020-07-30,
NCT04734860,NO,2021-09,
NCT05033860,NO,2021-09-20,
NCT05620160,NO,2023-01-19,
NCT04536376,NO,2021-09-02,
NCT04405076,YES,2021-10-28,2022-10-21
NCT04416360,NO,2020-10-30,
NCT05323760,NO,2022-12-31,
NCT04449276,YES,2021-12-21,2022-04-29
NCT04360876,NO,2020-12-31,
NCT05303376,NO,2023-06-27,
NCT04566276,NO,2022-10-01,
NCT06065176,NO,2024-07-30,
NCT04836260,NO,2021-12-31,
NCT04338126,NO,2021-12-15,
NCT04408157,NO,2021-10-01,
NCT04404426,NO,2021-03-25,
NCT04716426,YES,2021-03-25,2021-03-31
NCT04347226,NO,2021-03-01,
NCT04361526,NO,2020-07,
NCT05749926,NO,2023-07-12,
NCT05096026,NO,2021-05-20,
NCT04890626,NO,2021-11-30,
NCT04365257,YES,2022-03-31,2022-11-30
NCT04466540,NO,2021-07-28,
NCT05822440,NO,2023-07-10,
NCT05364840,NO,2022-10-18,
NCT05048940,NO,2021-09-01,
NCT05230940,NO,2023-05-15,
NCT04918940,NO,2022-06-27,
NCT04593940,YES,2022-01-30,2023-01-23
NCT04317040,YES,2020-10-20,2021-09-28
NCT04363840,NO,2020-12,
NCT04391140,NO,2020-12,
NCT05458440,NO,2023-07-15,
NCT05949840,NO,2021-06-07,
NCT04783025,NO,2022-03-31,
NCT04269525,NO,2020-12-01,
NCT04953325,NO,2021-10-31,
NCT04333225,YES,2020-06-30,2021-08-02
NCT05373030,NO,2022-12-31,
NCT04967430,NO,2022-03-21,
NCT04537130,NO,2021-06,
NCT05930730,NO,2024-02,
NCT04611425,NO,2020-12-02,
NCT04733625,NO,2020-12-17,
NCT04534725,NO,2022-11-28,
NCT05222425,NO,2022-10-15,
NCT05555030,NO,2022-12-20,
NCT04756830,NO,2021-09,
NCT04421625,NO,2022-06-28,
NCT04622826,NO,2020-12-31,
NCT04712357,NO,2022-01,
NCT04339426,NO,2022-02-11,
NCT05011526,NO,2021-12-28,
NCT04457726,NO,2021-03,
NCT05125926,NO,2023-02,
NCT04548557,NO,2020-10-15,
NCT04374526,NO,2021-05-26,
NCT05749757,NO,2023-07-31,
NCT06194357,NO,2026-09-30,
NCT05450120,NO,2020-10-01,
NCT04867174,NO,2021-08-15,
NCT04382066,YES,2020-11-26,2021-08-02
NCT05160766,NO,2022-10-01,
NCT05965726,NO,2024-04,
NCT04459676,NO,2021-04-30,
NCT04590274,NO,2021-12,
NCT05445674,NO,2023-06-06,
NCT05787366,NO,2024-05,
NCT04693026,NO,2021-02-15,
NCT04348474,NO,2020-06-30,
NCT05165966,NO,2022-04-20,
NCT05500274,NO,2024-05,
NCT04551274,NO,2020-11-30,
NCT04442230,YES,2021-02-15,2022-02-07
NCT04519125,NO,2020-12-31,
NCT04864925,NO,2021-08-25,
NCT04746430,NO,2021-04-23,
NCT04661930,NO,2022-05-01,
NCT05083130,NO,2023-03-31,
NCT04550325,NO,2020-11-26,
NCT04742725,NO,2021-09-21,
NCT05175625,NO,2021-12-30,
NCT05993325,NO,2024-05,
NCT04568525,NO,2020-07-25,
NCT04654325,NO,2021-04-29,
NCT04638673,YES,2021-06-30,2022-06-20
NCT05570773,NO,2021-03-28,
NCT04445220,NO,2022-03,
NCT04889274,NO,2024-12-30,
NCT04420260,NO,2021-06-23,
NCT04443673,NO,2021-06-14,
NCT05118373,NO,2021-09-23,
NCT04750720,NO,2022-03-07,
NCT05350774,NO,2024-04-06,
NCT05024474,NO,2024-06,
NCT04374474,NO,2021-12-10,
NCT04361474,NO,2020-11-24,
NCT05384574,NO,2022-05,
NCT05777720,NO,2024-06,
NCT04530474,NO,2021-06-30,
NCT04559074,NO,2021-11-10,
NCT04734873,YES,2021-08-18,2022-07-29
NCT04382625,NO,2022-01-01,
NCT04498325,NO,2022-04-30,
NCT04625725,YES,2021-05-05,2022-05-04
NCT04996225,NO,2022-10-25,
NCT05178225,NO,2021-06-30,
NCT04594525,NO,2021-10-27,
NCT04614025,NO,2021-08-04,
NCT04569825,NO,2020-09-30,
NCT04716556,NO,2021-01-14,
NCT04993209,NO,2021-12-10,
NCT04332107,YES,2021-03-16,2021-08-09
NCT04530656,NO,2020-10-28,
NCT04928456,NO,2022-09-01,
NCT04408456,NO,2020-07-31,
NCT05262309,NO,2022-01-01,
NCT04387409,NO,2021-05-01,
NCT04839315,NO,2022-02-09,
NCT04472585,NO,2021-08-15,
NCT04716985,NO,2022-05-22,
NCT05019456,NO,2022-12-25,
NCT05279456,NO,2023-08-31,
NCT04470609,NO,2020-10-30,
NCT04889209,NO,2023-06-16,
NCT04718285,NO,2022-05-01,
NCT04747756,NO,2022-12,
NCT06068556,NO,2024-12,
NCT04502056,YES,2020-09-06,2021-05-28
NCT05218356,NO,2024-07-20,
NCT05133609,NO,2022-08-01,
NCT05433285,NO,2022-08-05,
NCT04541485,NO,2021-03-03,
NCT04395456,NO,2022-09,
NCT04422509,NO,2021-02-25,
NCT04625985,NO,2021-03-08,
NCT04659109,NO,2021-08-06,
NCT04457609,NO,2020-08,
NCT04363385,NO,2023-05-31,
NCT04535856,NO,2021-01-14,
NCT04369456,NO,2021-04-21,
NCT04611256,NO,2020-11-30,
NCT06259656,NO,2024-11-25,
NCT04894409,NO,2020-06-30,
NCT06156215,NO,2024-06-30,
NCT04864015,NO,2021-05-15,
NCT04475185,NO,2020-12-19,
NCT04756856,NO,2022-05-01,
NCT05244356,NO,2021-06-07,
NCT05224856,NO,2022-11,
NCT05911009,NO,2025-04-30,
NCT04521309,NO,2021-01-26,
NCT05168709,NO,2022-09-29,
NCT04937556,NO,2022-03-25,
NCT04359615,NO,2020-05-03,
NCT04412356,NO,2021-06-01,
NCT04377659,YES,2022-10-28,2023-05-09
NCT04651959,NO,2020-11-18,
NCT05305300,NO,2022-05-15,
NCT05605470,NO,2023-09-30,
NCT05107375,NO,2022-03-04,
NCT05968300,NO,2024-05,
NCT04678700,NO,2021-06-01,
NCT04384900,NO,2021-05-25,
NCT04466800,NO,2022-08-29,
NCT05597800,NO,2026-12-31,
NCT04407000,NO,2020-07-20,
NCT04389359,NO,2021-08,
NCT05007600,NO,2021-07-01,
NCT04352400,NO,2024-12,
NCT04778059,YES,2022-05-10,2023-09-11
NCT04348500,YES,2020-09-30,2021-11-23
NCT05808400,NO,2024-02-15,
NCT04878042,NO,2021-06,
NCT04416399,NO,2021-01-12,
NCT04527471,YES,2021-02-15,2022-08-26
NCT05156671,NO,2023-08-25,
NCT04636671,NO,2022-05-04,
NCT05491993,NO,2023-01-11,
NCT04954287,NO,2023-06-10,
NCT05463393,NO,2022-01-30,
NCT05605093,NO,2025-07-27,
NCT05633407,NO,2024-06-07,
NCT04454307,NO,2020-08,
NCT05115071,NO,2021-11-25,
NCT05631171,NO,2023-06-30,
NCT06091293,NO,2023-02-08,
NCT04385771,NO,2021-05-31,
NCT04328493,NO,2020-09-10,
NCT04679493,NO,2021-04-09,
NCT04765371,NO,2022-02-10,
NCT04657471,NO,2021-03-08,
NCT04825093,NO,2023-10-30,
NCT04484493,NO,2020-10-25,
NCT04767087,NO,2022-02-15,
NCT04425252,YES,2020-12-29,2022-02-01
NCT05651815,NO,2022-12-31,
NCT04983537,NO,2021-09-26,
NCT05351437,NO,2022-09-04,
NCT05870137,NO,2021-11-26,
NCT05238415,NO,2022-12-15,
NCT05930015,NO,2022-12-10,
NCT05197452,NO,2022-11-18,
NCT04412252,NO,2020-09-16,
NCT05212532,NO,2022-02-28,
NCT04602832,NO,2020-12,
NCT04952532,NO,2023-12-31,
NCT04549337,NO,2021-01-01,
NCT05524532,NO,2024-09-30,
NCT04922632,NO,2023-03-12,
NCT05866237,NO,2024-04-01,
NCT05260437,NO,2023-03-07,
NCT05029037,NO,2022-03-15,
NCT05289115,NO,2022-04-14,
NCT05727215,NO,2023-06-22,
NCT04695652,NO,2021-05-15,
NCT06113432,NO,2024-02-28,
NCT04374032,NO,2020-10-07,
NCT05525832,NO,2021-08-31,
NCT04953052,NO,2022-08-31,
NCT04380532,NO,2021-05-15,
NCT05840237,NO,2023-12-31,
NCT05118737,NO,2022-04-30,
NCT05874037,NO,2025-05-15,
NCT04299152,NO,2022-04-09,
NCT05096832,NO,2022-02-18,
NCT04366232,NO,2020-10-02,
NCT04888832,NO,2024-12,
NCT04406532,NO,2022-01,
NCT04910932,NO,2021-09-14,
NCT04336332,YES,2020-10-14,2022-10-14
NCT04632537,NO,2021-03-23,
NCT04379037,NO,2020-09-01,
NCT04353037,YES,2020-07-11,2021-07-22
NCT04900415,NO,2021-03-12,
NCT04914832,NO,2022-09-30,
NCT05531032,NO,2023-12-31,
NCT04480632,NO,2021-08,
NCT05207137,NO,2022-04-28,
NCT05040737,NO,2021-02-08,
NCT05096052,NO,2022-07-31,
NCT04335032,NO,2021-11-30,
NCT04445337,NO,2021-10-01,
NCT04900337,NO,2023-06-30,
NCT04366115,NO,2024-12-01,
NCT05739032,NO,2022-05-30,
NCT04400032,NO,2021-04-22,
NCT04364737,YES,2021-03-29,2022-03-28
NCT04363437,YES,2020-07-31,2022-01-28
NCT04355637,NO,2021-06-30,
NCT05629793,NO,2023-11,
NCT05187793,NO,2022-10-31,
NCT04967807,NO,2024-08-05,
NCT04303507,NO,2022-03-22,
NCT05941793,NO,2024-06,
NCT04281693,NO,2020-03,
NCT04376593,NO,2024-06,
NCT04321928,NO,2021-08-31,
NCT05683561,NO,2023-08-25,
NCT04847661,NO,2022-06-30,
NCT04473261,NO,2021-08-15,
NCT05532293,NO,2023-01-15,
NCT05859893,NO,2021-07-24,
NCT04429711,NO,2020-09-30,
NCT04701528,NO,2022-03-25,
NCT04489628,NO,2021-06-01,
NCT04810728,NO,2020-12-04,
NCT04900961,NO,2023-04-30,
NCT04328961,YES,2020-09-24,2021-10-08
NCT06191211,NO,2024-05-15,
NCT04377711,YES,2021-01-05,2021-12-08
NCT04854928,NO,2022-02,
NCT04709328,NO,2022-01-01,
NCT04316728,NO,2020-09,
NCT04359511,NO,2020-07-03,
NCT05109611,NO,2024-01-30,
NCT05813028,NO,2023-12-15,
NCT04492228,NO,2020-12-31,
NCT04659928,NO,2023-12-01,
NCT04780061,NO,2022-05-03,
NCT04880161,YES,2021-12-22,2022-10-26
NCT04637828,NO,2021-07-30,
NCT04849793,NO,2021-05-15,
NCT04945811,NO,2021-05-15,
NCT04756128,YES,2021-11-26,2023-01-13
NCT04510493,NO,2021-08-17,
NCT04480593,NO,2020-08-30,
NCT04406493,NO,2021-04-28,
NCT04393311,NO,2022-08,
NCT05754411,NO,2023-06-22,
NCT04355728,YES,2020-10-31,2021-10-15
NCT04310228,NO,2020-05,
NCT05614011,YES,2023-05-17,2023-10-17
NCT04883528,NO,2023-06-13,
NCT05142332,YES,2022-07-28,2023-09-13
NCT05839015,NO,2023-10-30,
NCT04939532,NO,2022-06-17,
NCT04546737,NO,2023-07-01,
NCT04435015,NO,2021-12-31,
NCT04649515,NO,2022-03-04,
NCT05373485,NO,2023-11-21,
NCT04368156,NO,2021-02-17,
NCT05435456,NO,2021-03-31,
NCT05594615,NO,2022-11-04,
NCT05574985,NO,2022-10-09,
NCT04441385,NO,2021-02-08,
NCT04596085,YES,2020-12-12,2021-07-29
NCT04344756,NO,2020-07-31,
NCT04388709,NO,2021-02-05,
NCT05094609,NO,2024-09-30,
NCT04519385,NO,2020-07-01,
NCT05171985,NO,2022-06,
NCT04743232,NO,2022-12-31,
NCT05884515,NO,2023-11-21,
NCT06013085,NO,2026-07-31,
NCT04780685,NO,2022-09-30,
NCT05788185,NO,2023-09-21,
NCT04834856,NO,2021-08-20,
NCT04342156,NO,2020-08,
NCT05282056,NO,2022-03-15,
NCT05005156,NO,2022-09-30,
NCT04801056,NO,2021-09-01,
NCT04312009,YES,2021-02-01,2022-03-15
NCT04481685,NO,2021-02-25,
NCT04870385,NO,2021-06-25,
NCT04508985,NO,2021-04-01,
NCT04366856,NO,2021-09-23,
NCT05128656,NO,2022-06-18,
NCT05547256,NO,2022-12-05,
NCT04789356,NO,2021-07-05,
NCT04257656,NO,2020-03-30,
NCT06043388,NO,2023-12,
NCT05918978,NO,2025-05,
NCT04390178,NO,2020-06-30,
NCT04816071,NO,2022-03,
NCT04852978,NO,2022-11-21,
NCT04337788,NO,2020-07,
NCT04623671,NO,2022-02-04,
NCT05142488,NO,2022-03-30,
NCT05081388,NO,2022-06-30,
NCT05293678,NO,2023-01-26,
NCT04530578,NO,2020-10-30,
NCT05402007,NO,2023-03-23,
NCT04341688,NO,2022-06-30,
NCT04905888,NO,2022-12-31,
NCT04931888,YES,2022-08-15,2023-07-26
NCT04528888,NO,2021-06-30,
NCT04517188,NO,2021-07-01,
NCT04896788,NO,2023-11-01,
NCT04453488,NO,2020-12,
NCT04922788,NO,2022-12-07,
NCT04433078,NO,2021-04-13,
NCT05933278,NO,2023-11,
NCT04801888,NO,2021-05-28,
NCT04604678,NO,2021-08,
NCT05830188,NO,2023-09-25,
NCT04449588,NO,2024-05,
NCT04703478,NO,2021-04-20,
NCT05157178,NO,2022-03-31,
NCT05298878,NO,2023-09,
NCT04527211,NO,2020-11-30,
NCT04912011,NO,2021-08-31,
NCT04581811,YES,2021-03-20,2022-02-25
NCT05172193,NO,2023-09-30,
NCT04936893,NO,2021-03-31,
NCT04558411,NO,2020-12-15,
NCT04787211,NO,2021-12-02,
NCT04834128,NO,2022-04-13,
NCT04619628,NO,2021-06-26,
NCT04397328,NO,2021-04-30,
NCT04762628,NO,2021-07-05,
NCT06156228,NO,2024-07-20,
NCT04410328,NO,2021-10-15,
NCT04360811,NO,2022-03-31,
NCT06251011,NO,2024-06-01,
NCT05354128,NO,2022-11-30,
NCT04395911,NO,2021-07-05,
NCT04871893,NO,2024-06,
NCT05126511,NO,2022-03-31,
NCT04389411,NO,2023-01,
NCT04934111,NO,2022-11-01,
NCT04429828,NO,2020-09-30,
NCT04662671,YES,2020-12-09,2022-01-19
NCT05411471,NO,2023-06-25,
NCT06136871,NO,2025-12,
NCT04366271,NO,2020-07-31,
NCT04579393,YES,2021-03-30,2022-02-14
NCT05599893,NO,2022-09-30,
NCT04307693,NO,2020-04-30,
NCT05705193,NO,2024-12-01,
NCT04666493,NO,2021-11-30,
NCT05084911,NO,2023-03-24,
NCT04445311,NO,2020-07-30,
NCT04726111,NO,2023-07-30,
NCT04743011,NO,2021-11-30,
NCT04771611,YES,2022-09-27,2023-07-13
NCT04519411,NO,2022-12,
NCT04878211,NO,2023-04-14,
NCT05289128,NO,2022-06-25,
NCT06234956,NO,2024-12-30,
NCT04540185,NO,2022-11-01,
NCT04507256,NO,2021-10-19,
NCT04348656,YES,2021-03-05,2022-02-17
NCT04370015,NO,2020-06-30,
NCT05274685,NO,2021-12-01,
NCT05568485,NO,2021-12-20,
NCT05043285,NO,2022-06-01,
NCT04568356,NO,2020-06-12,
NCT04816656,NO,2021-02-01,
NCT06062056,NO,2027-08-31,
NCT04884685,NO,2021-08-01,
NCT04399356,YES,2021-04-20,2022-04-04
NCT04607915,NO,2022-06-30,
NCT05867485,NO,2022-06-01,
NCT05135585,NO,2022-09-17,
NCT04328285,NO,2020-05-13,
NCT04537585,NO,2022-11,
NCT05429385,NO,2021-09-06,
NCT05277285,NO,2023-12-31,
NCT05225285,NO,2022-06-21,
NCT04365985,YES,2021-04-01,2022-01-12
NCT05268185,NO,2022-03-31,
NCT04448756,YES,2021-08-16,2022-05-11
NCT04876885,NO,2021-06-06,
NCT05465785,NO,2022-10,
NCT04771585,NO,2021-08-20,
NCT04930185,NO,2022-12-31,
NCT04412785,NO,2021-10-25,
NCT04623385,NO,2020-12,
NCT04362085,NO,2021-05-10,
NCT04773756,NO,2020-11-30,
NCT05855356,NO,2023-12-30,
NCT04320056,NO,2021-04-30,
NCT05029856,NO,2022-08,
NCT04364009,NO,2020-10-20,
NCT05341609,NO,2022-05-13,
NCT04468009,NO,2021-01-19,
NCT05091307,YES,2022-06-17,2023-06-16
NCT04476888,NO,2020-09-15,
NCT05957588,NO,2022-04-01,
NCT04457388,NO,2020-06-15,
NCT04951388,NO,2021-10-25,
NCT05060978,NO,2022-02-11,
NCT04475107,NO,2021-03-25,
NCT04973488,NO,2021-01-10,
NCT06161688,NO,2024-12-31,
NCT04490278,YES,2021-06-30,2022-02-10
NCT04788407,NO,2022-04-30,
NCT04368988,NO,2022-06-01,
NCT05121688,NO,2022-05-15,
NCT04276688,NO,2020-03-30,
NCT04605588,YES,2021-01-17,2022-04-06
NCT04384588,NO,2021-04-06,
NCT05701878,NO,2023-09-06,
NCT05501288,NO,2022-06-30,
NCT05246878,NO,2022-07-20,
NCT05074888,NO,2022-06-08,
NCT04687488,NO,2020-11-09,
NCT04456088,NO,2020-11-15,
NCT04280588,NO,2020-07-01,
NCT04344288,NO,2020-08-18,
NCT04750278,YES,2022-04-18,2023-11-08
NCT04713878,NO,2020-06-30,
NCT04713488,NO,2021-07-20,
NCT05684588,NO,2023-10-10,
NCT04937088,NO,2022-12-05,
NCT05753878,NO,2023-01-09,
NCT05630378,NO,2023-02-01,
NCT05343871,NO,2023-07-28,
NCT04350671,NO,2020-04-20,
NCT04439071,YES,2022-07-20,2023-05-30
NCT05568693,NO,2022-10-15,
NCT05815693,NO,2023-11-30,
NCT04442178,NO,2022-03-30,
NCT04414371,NO,2020-12-31,
NCT04602871,NO,2021-01-30,
NCT04962893,NO,2022-01-16,
NCT05753293,NO,2022-07-22,
NCT06191393,NO,2024-05-14,
NCT04665193,NO,2021-02-28,
NCT04401293,YES,2021-05-14,2021-10-29
NCT04542993,NO,2021-02-05,
NCT04878809,NO,2021-06-17,
NCT04341207,NO,2022-04,
NCT04703907,NO,2021-08,
NCT04524507,YES,2021-01-04,2021-11-15
NCT05543707,NO,2023-06-12,
NCT04845971,NO,2021-04-30,
NCT05130671,NO,2021-12-31,
NCT04290871,NO,2023-12-31,
NCT04762771,YES,2021-05-12,2022-02-25
NCT04405271,NO,2020-11-15,
NCT04584593,NO,2022-02,
NCT05074771,NO,2022-03-30,
NCT04817371,NO,2022-09,
NCT05593471,NO,2023-03-15,
